Track,Album Name,Artist,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,Explicit Track,Year,Month
Over the Rainbow,Alone In Iz World,Israel Kamakawiwo ole,USMAC0100119,4361,20.1,399145178,94038,14869138,68.0,1632844702,11706967,70375,19778665,167032445,192230927,51.0,10999,0,39.0,143486,17.0,749033130,690053,0,3385807,False,2001,September
Losin Control,Losin Control,Russ,USSM11606199,4354,20.1,703411626,95048,19980635,66.0,203961378,1718942,106882,21993209,108839324,6610,55.0,0,4,47.0,66338,0.0,356243964,195496,0,2062658,True,2016,July
Onana,Onana Single,Jey One,QZNJV2319366,4365,20.1,57239767,14419,2463819,64.0,22415677,216783,596790,52940647,761631144,0,6.0,3716,988,1.0,6867,14.0,0,0,0,0,False,2023,May
Daechwita,D 2,Agust D,QM6N22036182,4375,20.1,313507248,26753,16233508,67.0,502937217,15675718,218,955832,4863938,133268690,9.0,208,7,5.0,26540,4.0,2618702,2413,0,587656,True,2020,May
Como Si No Importara,Como Si No Importara,Emilia,USSD12100347,4356,20.1,232985667,43893,6507466,62.0,244041337,1787933,24758,22615436,165904891,98332576,19.0,1790,120,8.0,264687,5.0,75232,0,0,260024,False,2021,July
Supernova,Supernova,SAIKO,QM6MZ2302420,4348,20.1,125451295,28417,7839226,61.0,26092583,192904,76700,11432696,154830607,3508,18.0,6674,0,1.0,2807,14.0,4067,12,0,287570,False,2023,April
Rags2Riches feat ATR Son Son,Pray 4 Love,Rod Wave,USLD91725576,4366,20.1,164542767,35795,4556039,47.0,164259549,1321390,2253001,131322055,907184617,5433225,21.0,18533,0,1.0,1649,0.0,0,0,0,854584,True,2020,April
Fast Car,Fast Car,Jonas Blue,GBUM71507621,4352,20.1,1145882592,139927,40886623,69.0,154731955,772693,270900,7529782,88978424,53448,143.0,95756,16,74.0,406133,31.0,94448996,39367,0,10070305,False,2015,December
Quickie,Quickie,Moneybagg Yo,USUM72222509,4347,20.1,56051407,25464,2214899,57.0,47664500,494147,19091,2963490,31039886,183857558,10.0,7482,89,1.0,2538,1.0,55770355,15368,0,496329,True,2022,December
Cora o,Patroas EP1,Mar lia Mendo,BRWNV2000088,4370,20.1,71915713,6180,8643384,54.0,611609157,2544961,9284,817211,13591360,2058446921,10.0,1872,0,40.0,1304457,2.0,78983,0,0,127483,False,2020,July
Vultures,Vultures,Unknown,CA5KR2406316,4363,20.1,45816040,19208,1392397,0.0,0,0,0,0,0,0,0.0,247,0,0.0,0,0.0,87471,338,0,40135,True,2023,November
MY HOUSE,MY HOUSE,Beyonc,USSM12308805,4374,20.1,45238166,6057,7158117,0.0,8478416,174490,3854,1655059,10260065,1519706979,18.0,35241,1,18.0,689927,14.0,6199824,2879,0,321401,True,2023,December
The Thin Grey Line,The Thin Grey Line,uicideboy,QZAPK2000490,4360,20.1,13289346,1936,4325365,72.0,0,0,0,0,0,0,6.0,8,0,5.0,517,1.0,328307,92,0,0,True,2024,May
Alo,Alo,corwinn,TRSVN2485301,4807,20.1,29938396,2,15,39.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,True,2024,May
Fear Of Heights,For All The Dogs,Drake,USUG12306069,4358,20.1,65870686,22047,2768716,0.0,4154083,48490,135,37653,405415,0,4.0,217,68,0.0,0,1.0,1809622,543,0,62951,True,2023,October
Desde Mis Ojos Remix,Desde Mis Ojos Remix,Chris Lebron,QM4TX2289725,4351,20.1,128669257,25684,4403591,62.0,142184505,819929,338500,22962099,237360091,320377232,9.0,9363,0,4.0,1585177,8.0,2687998,1954,0,658283,False,2022,May
Prayer in C Robin Schulz Radio Edit,Los N meros 1 De 40 El Disco De Los,Lilly Wood and The Prick,DEA621400286,4372,20.1,1074583619,152685,43023486,69.0,631896,5935,29628,15236347,138609613,0,118.0,70662,0,107.0,952714,9.0,242929188,27275,0,30826278,False,2014,January
Bam Lagatar,Bam Lagatar,Khushi Kakkar,ING642403642,4355,20.1,41745,2,1,0.0,18602043,62451,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,False,2024,May
Who Is Your Guy Remix,Who Is Your Guy Remix,Spyro,QZ5AB2388250,4364,20.1,21134265,7097,1369988,55.0,0,0,1032352,18162508,237172938,0,25.0,1975,0,11.0,359413,7.0,17554,0,0,1887872,False,2023,March
Rover,Rover The 3rd Mini Album EP,KAI,KRA302300058,4349,20.1,144026886,13457,5233416,64.0,112805596,2145090,70700,66880497,369994690,15866178,3.0,859,0,0.0,0,7.0,928506,948,0,315158,False,2023,March
From The Start,Bewitched,Laufey,QMDA62312093,4371,20.1,367151355,16239,5016080,82.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,False,2023,September
Slimed In,WE DON T TRUST YOU,Future,USSM12402035,4350,20.1,28767834,6271,11390894,0.0,5101175,61395,0,0,0,0,3.0,8,0,0.0,0,0.0,354275,230,0,30563,True,2024,March
Gentleman,Clubland 23,PSY,USUM71304188,4357,20.1,119666188,25949,3520970,54.0,1772780483,9586155,9999,2649499,33894220,157358059,13.0,3456,0,3.0,1554,0.0,0,0,0,2559290,False,2013,January
SUGAR,Big Swag,BROCKHAMPTON,USRC11901564,4346,20.1,507842421,98352,18781944,63.0,75958373,1188192,1166035,214836760,1350079629,11166885,56.0,0,0,23.0,106019,2.0,11096440,42030,0,1260838,True,2019,June
Everybody Talks,Everybody Talks,Neon Trees,USUM71119189,4359,20.1,836267192,170098,45773811,74.0,128528493,1373771,73977,35831404,271659950,3811884,39.0,70432,655,16.0,51359,17.0,429528547,391142,0,5673327,True,2011,December
OKLOSER,OKLOSER,Doja Cat,USRC12400591,4362,20.1,20814043,1756,13481516,0.0,0,0,0,401100,1470700,0,15.0,20773,75,17.0,502431,23.0,133333,287,0,71723,True,2024,April
Pump It Up,Pump It Up,Endor,GBCPZ1916610,4386,20.0,352268839,130479,31491313,66.0,37251936,317013,143448,9267305,135688880,0,67.0,23074,105,29.0,595469,20.0,4181404,12223,0,2307798,False,2019,September
Standing Room Only,Standing Room Only,Tim McGraw,QZRD92302549,4388,20.0,31705548,4773,1659794,50.0,11529302,87129,1625,109379,1709288,31267,8.0,143347,7,0.0,0,14.0,28897995,3274,0,286295,False,2023,March
Unknown,EP,WINE,KRNAR2233065,4393,20.0,276193,226,76928,0.0,253612567,560712,0,0,0,0,0.0,1,0,0.0,0,0.0,0,0,0,173,False,2022,December
Back To Back feat Future,Back To Back feat Future,Nardo Wick,USRC12401155,4385,20.0,7615489,2372,11517250,0.0,1582983,60765,0,0,0,65527813,28.0,187,0,10.0,1221510,8.0,938876,118,"703,031",50655,True,2024,April
Shotta Flow,Shotta Flow,NLE Choppa,QZ85M1903991,4379,20.0,257646451,58760,6584728,17.0,394204600,5104881,308772,105826198,854952373,22537291,13.0,40,0,4.0,2961,0.0,26799251,120052,0,1407757,True,2019,January
Baddest,Baddest,Yung Bleu,USUYG1373541,4391,20.0,58539080,21823,2831053,49.0,93406018,908614,59318,12588822,122233226,26425329,34.0,180840,245,0.0,0,14.0,72404038,9071,"1,747,863",1492094,True,2021,June
Cigarettes,Fighting Demons Extended Edition,Juice WRLD,USUG12200313,4381,20.0,233582276,70988,10942850,64.0,35114944,551931,14725,1119551,13572005,172617170,9.0,2731,0,6.0,107022,3.0,8846192,6564,0,530477,True,2021,December
bad,0 1 flaws and all,wave to earth,KRA252300807,4377,20.0,140228805,21115,10469203,70.0,48488768,452737,139570,37369800,260750327,0,8.0,2539,0,1.0,1762,0.0,10408,0,0,190480,False,2023,April
ISABELLE,ISABELLE,Sefo,QM6N22220696,4398,20.0,90838757,22248,2370123,53.0,203958899,721936,10328,586162,19777868,61468,9.0,14924,0,1.0,26216,0.0,0,0,0,332021,False,2022,June
Cure For Me,Cure For Me,AURORA,GBUM72100848,4392,20.0,164125901,48700,4015128,57.0,145427971,2917166,363203,173214204,1747148081,885461427,25.0,11800,0,13.0,37443,4.0,628739,3789,0,1605654,False,2021,July
T n,T ng Quen,Wren Evans,SGUM72301412,4383,20.0,35549029,5590,1129038,56.0,57756889,205111,135300,8549214,119204623,2119803,10.0,8,0,0.0,0,0.0,0,0,0,28280,False,2023,October
Pistoleta,Pistoleta,Olexesh,DEVY22400014,4397,20.0,24652626,3598,10031289,59.0,6100333,56016,0,0,0,0,7.0,1040,0,9.0,9120968,22.0,0,0,0,106947,True,2024,April
LOYALTY FEAT RIHANNA,DAMN,Kendrick Lamar,USUM71703086,4380,20.0,669703929,101138,18743066,73.0,234757944,2316992,40,10010,73180,186613935,159.0,5783,0,37.0,147634,24.0,234306133,67483,"4,369,805",2302809,True,2017,April
Deep in the Water,Deep in the Water,Don Toliver,USAT22401435,4396,20.0,23798578,5758,16475168,0.0,4469788,97913,0,0,0,3879793,12.0,298,4,5.0,1994258,13.0,1944815,163,"600,647",0,True,2024,March
Endless Fashion feat Nicki Minaj,Endless Fashion feat Nicki Minaj,Lil Uzi Vert,USAT22306857,4387,20.0,68598656,27448,5932034,59.0,11390626,162262,215,10359,190551,12857711,31.0,0,40,7.0,43157,16.0,9397582,3116,0,504646,True,2023,June
A Mimir En El Chat,A Mimir En El Chat,Dejavu FF,QM6MZ2472476,4382,20.0,288153,18,9453,0.0,26302423,331850,0,0,0,8513075,0.0,0,0,0.0,0,0.0,0,0,0,3122,False,2024,April
Temporary pyar,Temporary pyar,Kaka,INS402100006,4390,20.0,38264355,4017,329185,53.0,451922405,6040482,34,1248,4585,0,0.0,0,0,0.0,0,0.0,0,0,0,0,False,2021,September
AA,AA,Walker Hayes,USQX92104965,4389,20.0,80899019,14613,2423704,53.0,68620784,468664,26941,9119456,116447096,213619922,11.0,105035,91,2.0,95374,17.0,146613382,30173,0,761595,False,2021,November
Phir Bhi Tumko Chaahunga,Half Girlfriend,Mithoon,INZ031402279,4378,20.0,82758005,13462,6604073,2.0,1074239950,6411485,66248,4131680,63379747,25137111,6.0,0,0,0.0,0,5.0,2120750,0,0,539903,False,2017,April
Passinho Debochado,Passinho Debochado,Dan Ventura,QZMZ92162594,4384,20.0,68273832,9866,2234406,45.0,96088323,1033691,2308300,78196584,1220672571,39878647,11.0,364,0,3.0,83546,2.0,0,0,0,146957,False,2021,July
Go Hard,Go Hard Single,Lil Baby,USUG12300031,4394,20.0,70601620,32101,23637848,60.0,7241759,93111,20794,1923197,21009932,0,10.0,1375,51,7.0,89394,0.0,15028714,2422,0,356684,True,2023,April
La La La Brazil 2014,Shakira Deluxe Version,Shakira,USRC11400478,4395,20.0,125560682,17633,2897643,55.0,1315361520,7019819,1954896,107672504,1601097526,228839908,11.0,1166,102,7.0,129945,2.0,0,0,0,1319100,False,2014,March
i m yours sped up,i m yours,Isabel LaRosa,USRC12203969,4410,19.9,223341848,34131,11352526,67.0,12260201,167404,300000,79965598,589269507,0,3.0,262,397,4.0,30837,15.0,1615467,877,0,1622902,False,2022,October
Ruaan From Tiger 3,Ruaan From Tiger 3,Pritam,INY092300063,4419,19.9,25820250,1732,2016667,0.0,88129485,562556,0,4,490,87015787,0.0,321,0,0.0,0,17.0,352,0,0,57373,False,2023,November
Summer of Love Shawn Mendes Tainy,Summer Of Love,Shawn Mendes,USUM72114707,4406,19.9,392730501,43113,32173215,65.0,56656911,851302,127022,24026650,284633385,275183518,52.0,107015,39,21.0,192052,14.0,12162884,2574,0,1619318,False,2021,August
God of Music,SEVENTEEN 11th Mini Album SEVENTEENTH HEAVEN,SEVENTEEN,USA2P2345251,4417,19.9,64530857,5436,6224831,0.0,68842793,1133609,7921,35053106,148059935,563214967,9.0,1597,7,7.0,248186,24.0,146890,105,0,136977,False,2023,October
H 3 7luCJIo0T6,H 3 7luCJIo0T6,vyrval,US3DF2408834,4404,19.9,27480893,5435,4137392,0.0,20386329,486342,0,12880858,116241200,0,1.0,0,0,0.0,0,0.0,8215,44,0,452466,False,2024,February
Embarrassed feat Travis Scott,Embarrassed feat Travis Scott,Don Toliver,USAT22302147,4418,19.9,96288883,37394,7850736,63.0,8545326,113402,1928,593460,2917500,184211408,10.0,278,4,6.0,31909,0.0,527188,363,"2,021,849",190951,True,2023,February
Carrying Your Love,Carrying Your Love,David Morris,QZEQU2246860,4399,19.9,33278200,10186,1379624,50.0,4962879,74982,1901626,318927368,-2147483648,133358,3.0,395,534,0.0,0,0.0,5082176,2540,0,255786,False,2022,June
Dueles,Un besito m,Jesse Joy,MXF151500224,4415,19.9,563467499,38743,25276787,72.0,1000321872,4630509,332335,50424679,490277819,2140584,22.0,4626,8,25.0,233573,9.0,9336374,5058,0,1934884,False,2015,December
Tipo Hollywood,Tipo Holywood,Mc Ws da leste,BC8182300165,4412,19.9,100530093,14992,19070923,0.0,40396492,385259,162,30440,300988,97141495,0.0,1,0,24.0,2819733,0.0,0,0,0,73406,True,2023,September
Oye,Oye,LuckReaper,NL9KR2313387,4879,19.9,47151307,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,True,2024,May
She Don t Give a Fo,Trapgentina Vol 1,Duki,QZ5FN1767793,4409,19.9,500565437,74725,14234889,70.0,644380652,4455611,43604,35536108,217482856,53428,3.0,1789,0,7.0,45112,3.0,604004,2295,0,995726,False,2017,December
085 Ao Vivo,Pode Cr Ao V,MC Rogerinho,US7VG2308218,4401,19.9,126063862,10150,9712919,58.0,129157973,401990,313900,50275998,650000898,2179962,4.0,56,0,13.0,567142,3.0,0,0,0,97522,True,2023,January
MODELITO,PARAISO,Mora,QMDA62297378,4402,19.9,216298810,39605,13944608,72.0,38256899,252379,31347,6218163,46029571,3493900,15.0,5130,0,6.0,47284,14.0,444856,485,0,360437,True,2022,November
Los animales en el autob,La ronda de Lulita,Luli Pamp,ITZV22200088,4400,19.9,108439,50,3437,17.0,311333094,770466,0,0,0,0,0.0,1,0,0.0,0,0.0,0,0,0,0,False,2022,July
Would You go to bed with me,Would You go to bed with me,Campbell,GBAHS2300598,4405,19.9,73821370,23298,16167031,71.0,12303071,190206,287,147268,2237426,57803125,8.0,3622,0,10.0,88435,8.0,0,0,"898,654",241298,False,2023,July
Easy,The Plan,DaniLeigh,USUM71816809,4403,19.9,41808541,7802,1222888,46.0,491827513,3638561,28899,4564091,39966761,26034042,4.0,5,0,2.0,2532,5.0,172241744,37508,"15,875,196",1458244,False,2018,November
Unknown,Unknown,Eslam Kabonga,EGA262306597,4407,19.9,13608243,23,178,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,"15,667,505",0,False,2023,June
UNTOUCHABLE,BORN TO BE,ITZY,US5TA2300214,4422,19.9,41904754,3228,13953458,11.0,48108686,927978,0,3474975,17167500,535050886,11.0,1075,5,4.0,186388,0.0,184920,247,0,87983,False,2024,January
Dj Terompet Pemersatu Bangsa,Dj Terompet Pemersatu Bangsa,PAMOKHOL ID,SGB502272288,4416,19.9,2347433,588,62520,25.0,0,0,1901402,71781810,1652854603,0,0.0,0,0,0.0,0,0.0,0,0,0,0,False,2022,October
YOSEMITE,ASTROWORLD,Travis Scott,USSM11806669,4408,19.9,646744185,131213,18096403,68.0,161578216,1576117,8999,3009068,25055075,32615566,44.0,1231,47,28.0,137307,10.0,58077529,20858,0,1564987,True,2018,August
Demasiadas Mujeres,Demasiadas Mujeres,C Tangana,ES5022000710,4423,19.9,417168757,75509,12398561,68.0,135732676,1275450,239433,209313809,2112625816,39566186,50.0,7224,0,15.0,25276,13.0,94511,549,0,1294599,False,2020,October
T Shirt,T Shirt,Migos,QMCE31600872,4420,19.9,476546062,81971,14843218,59.0,411585032,2754105,112983,12732471,81330455,191370605,130.0,323,15,9.0,72746,6.0,261193437,81956,0,2262525,True,2017,January
Pretty Savage,THE ALBUM,BLACKPINK,KRA402000133,4421,19.9,435823355,34658,14268149,64.0,284536285,3411827,565243,137186669,1021702238,28,27.0,1664,0,7.0,116569,8.0,4427847,6097,0,733704,False,2020,October
Mann Bharryaa 2 0 From Shershaah,Mann Bharryaa 2 0 From Shershaah,B Praak,INS172102779,4424,19.9,149351877,15576,5847920,61.0,365670176,5075644,72976,4375481,60033835,160130930,10.0,170,0,1.0,1097,3.0,0,0,0,137705,False,2021,August
Feel So Close Radio Edit,Dance Hitlist 2012 1,Calvin Harris,GBARL1100748,4411,19.9,991382346,187432,87928081,79.0,7412771,63854,183112,76790230,502553641,0,148.0,57577,0,84.0,942311,29.0,426156682,480102,0,7721049,False,2011,January
Got What I Got,From the album 9,Jason Aldean,QMRSZ1901461,4414,19.9,184488165,22640,3468330,59.0,220205995,1704011,29900,2111239,22309447,75939058,8.0,0,48,3.0,1846,7.0,367697976,83391,0,0,False,2019,October
Instant Crush feat Julian Casablancas,Random Access Memories,Daft Punk,USQX91300105,4413,19.9,587054803,130991,15108911,70.0,830977726,4575683,48128,9438211,82939552,7491045,74.0,20738,1,78.0,819839,23.0,13761386,20411,0,7241562,False,2013,May
Young,Vibes,Vacations,SEYOK1669274,4431,19.8,597591280,136878,25723483,74.0,105282082,1803716,454382,226996966,1487039791,0,15.0,269,10,0.0,0,8.0,4444885,5086,"23,290,198",1723404,False,2016,December
Genius feat Sia Diplo and Labrinth,Genius,Sia,USQX91800798,4449,19.8,563680273,82163,14384727,71.0,403337582,4716385,832932,53453411,522523747,14782080,0.0,4805,0,0.0,0,0.0,0,0,0,0,False,2018,May
Unknown,Unknown,Ado,JPPO02002791,4427,19.8,189058129,36943,3081604,62.0,390278119,3350958,1647,753212,7761272,31259366,31.0,928,0,2.0,2511,3.0,0,0,0,268333,False,2020,October
Holy Ghost,Holy Ghost,Omah Lay,USWB12306574,4426,19.8,61390970,11876,5284858,0.0,28274389,310343,0,1794140,11575782,49418688,45.0,3642,119,16.0,551854,46.0,1898709,356,0,0,False,2023,November
red sky,american dream,21 Savage,USSM12309172,4450,19.8,38445811,12924,1883136,0.0,2609366,32715,0,0,0,0,2.0,34,0,0.0,0,0.0,394249,230,0,72376,True,2024,January
Puntos Suspensivos,Ubuntu,Piso 21,MXF151800123,4430,19.8,405331822,28057,6384408,65.0,773003656,2296316,14540,979041,10345597,146544976,9.0,3748,0,15.0,111810,6.0,8181531,1713,0,718484,False,2018,May
Taboo,Meet the Orphans Deluxe Edition,Don Omar,USUM71025734,4451,19.8,210904340,32972,17062785,66.0,1096124254,3571813,4471,2661983,22688824,159360588,11.0,5612,30,16.0,182534,20.0,270829417,137297,0,1655972,False,2010,January
MALA SANTA,MALA SANTA,Becky G,USRC11902848,4446,19.8,189969086,27387,6969852,54.0,474789534,3191466,778532,15115643,252838869,39059546,42.0,4856,108,13.0,66482,11.0,19661789,7367,0,601436,False,2019,October
She Make It Clap,She Make It Clap,Soulja Boy,TCAFL2178806,4452,19.8,87813373,35497,4333964,51.0,22158547,645841,1908028,389171513,-2147483648,1075513,15.0,11520,147,1.0,458,3.0,11767557,7464,"3,340,704",571513,True,2021,March
Who I Am,Who I Am,Alan Walker,NOG842302010,4428,19.8,36474848,4573,5104611,0.0,42037284,1045695,0,0,0,1165121025,5.0,2837,0,0.0,0,0.0,0,0,0,153003,False,2024,January
Nature Sounds with Music Inspiring Thunder and Rain with Relaxing Music,Nature Sounds with Music Inspiring Thunder and Rain with Relaxing Music,Jamie Llewellyn,QMBZ91375750,4438,19.8,240712,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,1759451,1996608,0,0,False,2013,December
counting stars speed up Remix,counting stars speed up Remix,Muppet DJ,ARIXB2300676,4441,19.8,0,67,9593,0.0,225116235,1646808,0,0,0,380345,0.0,8,0,0.0,0,0.0,0,0,0,0,False,2023,January
Illegal Weapon 2 0 From Street Dancer 3D,Illegal Weapon 2 0 From Street Dancer 3D,Jasmine Sandlas,INS182000006,4434,19.8,173193166,12129,7879651,60.0,643258603,3362426,54100,5386841,57212956,28907695,13.0,1288,0,0.0,0,4.0,0,0,0,259241,False,2020,January
Unknown,Single,Unknown,DGA0R2315475,4425,19.8,3225791,411,11826,0.0,72510719,227398,0,0,0,551233698,1.0,0,0,0.0,0,0.0,0,0,0,25420,False,2023,December
Nobody Like U From Turning Red,Nobody Like U From Turning Red,4 TOWN From Disney and Pixar s Turnin,USWD12213564,4453,19.8,148262734,25061,12962477,61.0,84276192,1121581,751200,215442044,1877005845,25955797,45.0,2670,0,12.0,139673,19.0,10335798,16315,"1,228,455",768965,False,2022,February
Unknown,Kizuna No Kiseki,MAN WITH A MISSION,JPU902300267,4429,19.8,98476020,15170,5083474,65.0,103175548,656387,0,0,0,529805882,36.0,669,0,6.0,36038,11.0,0,0,0,404281,False,2023,April
Hep Mi Ben,Hep Mi Ben,Ayaz Erdo,FR2X42282198,4447,19.8,57174683,12634,620189,52.0,277032840,1310994,38500,2638359,88201634,111653393,4.0,1974,0,2.0,53880,0.0,0,0,0,1826014,False,2022,March
02 02 99,02 02 99,That Mexican OT,USUG12310194,4439,19.8,38388843,6814,16579754,0.0,25838329,341078,0,0,0,213315892,3.0,68,107,0.0,0,2.0,3150471,1341,0,226812,True,2024,January
A LA ORDEN,A LA ORDEN Single,Santa Fe Klan,QM6N22481184,4437,19.8,4453194,287,4319515,64.0,9104356,198623,0,0,0,125856157,1.0,2,0,2.0,92435,0.0,17261,116,0,17457,True,2024,May
Speechless Full,Aladdin Original Motion Picture Soundtrack,Naomi Scott,USWD11993077,4432,19.8,304588030,27312,13626506,63.0,536055555,5342216,16993,4437120,48485307,46694866,41.0,6750,184,3.0,12065,13.0,35919515,86599,0,661261,False,2019,May
Big Gangsta,Big Gangsta,Kevin Gates,USAT21902781,4454,19.8,199248929,60481,4931520,56.0,261079023,2146409,609586,85181373,713540521,791982,8.0,2,0,6.0,6125,1.0,106702648,61855,0,1423575,True,2019,May
Renegades,Renegades,X Ambassadors,USUM71502643,4445,19.8,785571181,131703,26404041,70.0,492974141,3162813,36859,9348443,74904030,17622437,96.0,89938,279,30.0,100159,22.0,0,0,0,9672381,False,2015,March
Snow Hey Oh,Stadium Arcadium U S Version,Red Hot Chili Peppers,USWB10601591,4442,19.8,1070374387,203821,38556891,74.0,710124074,3609104,506663,44842411,835564684,31925912,22.0,31,31,56.0,784912,26.0,667293971,198268,"3,089,649",0,False,2006,May
People feat Ayra Starr Omah Lay,People feat Ayra Starr Omah Lay Remix,Libianca,GBARL2300305,4436,19.8,92719593,31367,6867479,65.0,0,0,0,0,0,0,53.0,241,0,15.0,46039,25.0,6964332,2857,"2,386,300",1340772,True,2023,March
Mirror,Tha Carter IV Japan Version,Lil Wayne,USCM51100327,4433,19.8,531877344,113502,16875314,69.0,887185779,5742922,240175,59853712,478863160,159410617,21.0,26,4,10.0,249253,8.0,260350267,311020,0,3832905,True,2011,January
Loca Remix,Loca Bad Bunny Remix,KHEA,QM24S1804919,4435,19.8,376842137,48359,16671123,62.0,764618561,4979126,0,62,1068,2338243,15.0,54,0,7.0,14379,0.0,0,0,0,641737,True,2018,March
Cuando La Vida Sea Trago,Cuando La Vida Sea Trago,Carin Leon,USA2P2419596,4444,19.8,17237503,943,5030772,60.0,16792844,122453,0,0,0,0,4.0,241,0,6.0,1044989,3.0,2270158,545,0,150270,True,2024,April
Ocean feat Khalid,Ocean feat Khalid,Martin Garrix,NLM5S1800214,4443,19.8,529175442,63348,12995383,60.0,352484517,2091823,1019151,8797464,102987831,354785232,44.0,17888,0,24.0,170268,14.0,36710143,35559,0,2849471,False,2018,June
life gets hard,life gets hard,iilliaa,DEE862301847,4448,19.8,36157546,14837,12639915,0.0,2802960,43834,124990,23668150,237070526,475388,13.0,3060,0,26.0,309921,1.0,0,0,0,456093,False,2023,October
Por Clave el 13,Seguimos Irremediables,Betillo Guerrero,QZDQH2160812,4440,19.8,92981184,12775,1505898,54.0,104515384,562370,1348200,62716990,848741537,0,0.0,3,0,0.0,0,1.0,4488013,4004,0,572854,True,2022,February
